barcodes,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA-DR,IgD,IgG1-K-Isotype-Control,IgM,KLRG1,TCR-Va24-Ja18,TCR-Va7.2,TCR-a/b,TCR-g/d
195d45764f8711eb841542010a19c80f,3,1,8,2,19,5,6,3,7,2,5,1,15,4,9,1,3,63,8,2,355,1,1,44,1,243,5,405,6,5,0,0,9,2,8,4,1,14,1,5,3,11,2,1,53,38
195d45da4f8711eb841542010a19c80f,6,1,1,1,2,3,4,3,5,3,3,9,3,1,14,2,4,20,3,5,54,1,2,9,2,41,1,25,13,7,1,1,5,0,14,6,5,3,0,1,2,13,5,0,21,66
195d46344f8711eb841542010a19c80f,17,0,0,42,2,5,3,2,2,20,348,3,6,89,119,4,2,3,0,4,13,1,2,99,21,4,48,297,6,6,1,12,3,2,14,11,1,324,89,1,15,10,1,2,10,218
195d468e4f8711eb841542010a19c80f,2,0,3,1,14,4,4,10,5,1,0,6,1,1,13,2,0,54,5,13,223,0,1,3,0,3,3,46,13,7,0,4,3,2,295,47,3,3,0,0,1,12,2,0,64,48
195d46fc4f8711eb841542010a19c80f,3,2,3,2,0,7,4,16,8,1,7,3,1,1,19,0,5,24,2,9,323,0,4,7,0,13,1,13,174,7,3,1,3,1,59,19,2,12,2,0,3,114,4,0,113,50
195d47604f8711eb841542010a19c80f,3,0,3,1,2,5,2,0,8,0,1,11,9,2,14,1,4,15,0,1,122,0,2,24,0,168,2,158,11,2,1,0,5,1,12,6,2,2,2,3,4,13,9,0,26,35
195d47c44f8711eb841542010a19c80f,0,0,4,2,8,5,5,6,8,0,8,8,8,1,9,3,1,85,2,4,179,0,2,67,0,7,8,251,11,5,1,4,4,3,364,0,1,6,2,2,2,11,9,1,87,50
195d481e4f8711eb841542010a19c80f,5,1,6,3,9,7,8,7,7,0,5,6,6,0,20,1,2,52,0,22,88,1,4,8,0,3,8,41,70,6,3,1,5,3,214,18,1,7,0,6,8,38,12,0,30,38
195d486e4f8711eb841542010a19c80f,2,0,2,0,6,4,8,4,8,0,4,6,9,0,13,1,2,9,6,4,148,1,5,3,1,4,6,62,22,88,1,0,3,0,122,47,5,6,0,4,5,233,5,25,26,34
195d48d24f8711eb841542010a19c80f,8,31,384,13,1,399,12,8,230,1,16,185,11,1,16,5,6,3,0,0,19,0,4,130,38,69,13,17,55,4,6,5,12,183,17,102,3,232,0,3,12,13,5,1,20,45
195d49224f8711eb841542010a19c80f,2,1,3,28,2,8,0,5,9,1,241,2,11,36,26,2,1,6,0,1,11,2,1,16,4,1,16,178,8,6,0,4,5,0,11,3,0,149,16,4,18,11,2,0,18,48
195d49864f8711eb841542010a19c80f,2,0,2,2,12,9,3,2,3,1,4,8,5,1,16,1,2,77,9,5,606,0,0,34,0,359,1,232,12,1,0,3,2,0,12,3,4,5,0,1,5,10,6,0,188,52
195d49e04f8711eb841542010a19c80f,19,24,701,23,0,338,43,7,437,6,546,110,8,131,174,4,5,15,1,12,14,2,9,476,26,72,83,305,70,7,3,33,12,147,16,131,7,722,82,14,63,64,23,0,13,367
195d4a3a4f8711eb841542010a19c80f,3,0,2,1,3,4,1,4,4,0,4,6,5,0,14,1,1,28,1,1,101,0,3,12,0,157,6,196,9,3,1,1,2,1,14,4,3,4,0,1,0,8,3,0,32,42
195d4a9e4f8711eb841542010a19c80f,2,3,1,0,0,3,2,148,5,0,7,7,20,0,8,4,1,5,2,4,11,0,8,150,0,3,2,728,4,322,0,3,0,0,11,29,9,9,1,3,1,12,7,0,10,36
195d4aee4f8711eb841542010a19c80f,4,1,3,89,0,2,3,5,24,15,469,6,11,225,66,0,1,2,0,4,12,1,3,74,34,9,90,301,13,2,1,199,4,7,27,29,38,944,154,2,42,6,4,0,9,500
195d4b524f8711eb841542010a19c80f,0,0,4,2,0,7,6,5,6,0,2,4,1,1,11,0,2,28,3,22,182,2,5,4,1,4,5,48,71,3,0,2,9,4,376,56,2,23,0,0,3,279,4,0,83,54
195d4bb64f8711eb841542010a19c80f,2,2,111,2,1,78,15,1,113,0,6,15,5,2,25,1,2,8,0,5,17,1,2,9,1,26,9,25,27,7,0,9,7,13,6,16,6,51,1,0,3,13,4,2,18,37
195d4c104f8711eb841542010a19c80f,2,0,2,0,19,6,6,3,4,0,4,5,14,1,8,0,3,3,0,4,19,0,2,9,0,4,5,11,24,7,1,8,6,2,174,17,3,14,1,0,2,13,2,0,18,49
195d4c884f8711eb841542010a19c80f,2,0,2,5,1,4,0,8,7,1,6,7,9,0,17,2,2,26,1,36,140,4,5,22,0,2,3,7,188,3,0,1,4,1,97,55,0,18,1,2,2,185,5,0,61,59
195d4ce24f8711eb841542010a19c80f,1,3,338,15,0,188,10,3,171,0,5,59,4,0,11,0,1,2,0,3,16,1,1,35,16,19,6,16,14,6,1,5,3,34,7,30,15,106,0,2,6,11,3,0,19,27
195d4d464f8711eb841542010a19c80f,4,8,56,22,4,169,19,9,36,0,6,14,4,2,19,0,0,1,1,7,7,0,1,53,9,16,2,16,53,5,0,23,3,33,15,23,2,22,1,0,3,12,9,0,13,102
195d4da04f8711eb841542010a19c80f,3,0,2,2,23,4,5,11,3,1,3,6,13,1,12,7,1,67,4,4,406,0,1,25,0,239,5,310,6,5,2,7,4,2,15,3,0,7,0,2,1,17,3,0,165,31
195d4e044f8711eb841542010a19c80f,0,0,4,9,0,5,2,4,6,16,524,3,10,104,51,0,2,1,4,3,6,0,1,104,4,2,66,191,9,4,0,36,7,1,13,7,3,287,83,2,44,15,2,0,8,67
195d4e5e4f8711eb841542010a19c80f,2,0,3,0,9,1,1,1,2,0,5,7,8,3,10,2,3,58,3,4,139,2,1,3,1,1,2,208,7,6,2,1,2,2,304,6,3,6,1,0,5,6,2,0,32,41
195d4f9e4f8711eb841542010a19c80f,1,0,2,6,11,1,3,3,2,0,3,5,6,0,12,1,1,26,8,28,143,1,0,8,1,286,2,10,210,8,1,0,3,0,9,122,3,8,0,0,2,44,4,0,35,33
195d50024f8711eb841542010a19c80f,3,1,2,1,0,2,5,11,2,1,4,4,6,2,5,4,3,24,2,6,29,0,1,6,0,116,2,5,119,7,1,2,4,0,16,59,3,8,0,2,7,16,4,1,21,46
195d505c4f8711eb841542010a19c80f,5,0,2,2,7,3,4,2,4,1,3,5,8,0,9,1,1,45,5,11,419,1,1,19,0,211,0,36,49,5,1,2,4,1,11,73,0,4,0,1,1,15,10,0,116,27
195d50ca4f8711eb841542010a19c80f,7,0,16,4,15,30,6,4,38,3,16,23,41,9,33,1,27,37,5,188,514,8,7,40,3,5,5,257,26,13,7,9,18,2,222,7,10,20,7,3,16,106,14,1,47,238
195d512e4f8711eb841542010a19c80f,2,0,0,2,0,6,8,5,4,2,4,7,5,2,12,4,0,8,2,2,38,1,3,8,0,8,4,15,92,2,1,0,2,1,138,10,5,3,1,1,1,59,0,0,15,42
195d51884f8711eb841542010a19c80f,4,0,6,29,2,5,5,5,5,0,107,6,7,5,18,1,5,9,1,2,21,3,13,904,19,8,2,677,9,2,2,871,3,55,12,86,1,239,1,2,2,14,4,0,14,69
195d51ec4f8711eb841542010a19c80f,3,3,3,60,1,1,5,8,11,13,615,3,5,49,29,2,1,6,1,8,13,0,1,48,21,3,41,149,9,3,1,31,3,2,5,5,3,225,15,3,70,13,6,0,12,59
195d52464f8711eb841542010a19c80f,6,0,2,2,1,7,8,3,7,2,6,8,6,0,11,3,1,11,0,5,24,1,0,4,0,170,4,15,24,11,4,0,4,0,15,14,2,7,0,1,4,9,5,0,17,35
195d52a04f8711eb841542010a19c80f,1,0,10,2,1,9,4,4,6,0,7,5,5,1,19,1,1,32,4,4,328,0,3,4,0,2,4,264,5,39,2,1,2,0,44,60,1,16,1,0,7,357,2,0,11,40
195d52f04f8711eb841542010a19c80f,1,10,342,1,1,458,22,7,183,0,6,28,4,1,18,5,2,5,1,6,22,1,2,23,8,83,10,16,48,4,2,3,4,64,17,64,2,130,0,0,4,20,12,0,17,53
195d53544f8711eb841542010a19c80f,3,0,2,2,14,5,1,2,8,2,7,12,7,1,22,1,1,112,18,1,477,2,2,55,0,204,6,526,5,6,1,3,4,0,18,9,2,3,0,0,8,9,2,0,167,37
195d53ae4f8711eb841542010a19c80f,2,1,4,1,23,1,0,7,6,2,5,3,7,0,8,0,1,65,6,0,209,1,0,22,0,225,2,140,13,7,3,4,5,0,5,5,2,4,2,0,1,5,4,0,80,34
195d54084f8711eb841542010a19c80f,3,0,3,2,9,2,0,6,1,1,1,9,9,1,15,2,1,88,8,4,341,0,1,229,0,175,1,209,6,6,1,3,5,1,12,1,3,5,0,3,4,8,1,0,184,36
195d54624f8711eb841542010a19c80f,33,1,1,15,0,4,5,2,8,4,477,6,7,91,371,3,3,1,0,5,6,4,4,234,0,14,50,267,5,4,2,5,2,1,10,5,18,54,93,3,48,12,6,0,10,313
195d54b24f8711eb841542010a19c80f,2,0,3,9,4,2,5,4,3,0,7,4,9,1,8,25,3,70,6,8,74,1,0,10,3,137,7,34,69,3,0,5,3,1,9,40,4,2,0,5,3,12,6,2,14,43
195d55164f8711eb841542010a19c80f,6,0,1,1,3,4,4,3,7,0,8,7,6,1,15,2,1,42,15,18,139,3,8,5,4,3,1,12,210,1,0,1,6,1,678,55,0,21,0,3,4,164,7,0,54,45
195d55704f8711eb841542010a19c80f,5,16,1409,33,2,246,73,70,655,1,12,50,15,1,19,4,2,7,1,3,20,2,47,42,15,39,37,34,86,7,5,17,6,312,17,85,7,904,0,0,11,16,14,2,13,62
195d55ca4f8711eb841542010a19c80f,3,0,5,0,16,6,1,7,7,0,6,7,7,1,19,4,2,48,7,12,503,2,0,34,0,283,4,447,7,4,0,1,1,1,9,8,1,4,1,1,5,6,1,0,188,44
195d562e4f8711eb841542010a19c80f,1,0,2,2,7,5,5,6,2,3,7,6,9,3,7,3,3,77,7,2,146,1,2,97,0,187,6,299,16,10,0,6,2,1,10,5,2,5,0,1,1,40,3,0,40,31
195d56884f8711eb841542010a19c80f,1,0,4,4,2,4,4,1,3,1,5,7,7,1,22,1,5,13,1,7,106,0,1,102,0,157,3,104,9,1,0,0,2,0,10,5,1,5,0,1,2,16,4,0,22,40
195d56e24f8711eb841542010a19c80f,6,32,884,211,17,518,57,24,521,28,1031,40,9,268,338,7,6,21,13,92,229,5,7,233,38,400,196,538,487,14,3,76,9,174,37,390,4,1185,213,4,296,26,12,1,107,851
195d573c4f8711eb841542010a19c80f,1,1,7,1,14,8,1,4,4,0,0,1,4,1,15,2,2,24,0,7,41,4,2,5,1,5,2,218,7,2,3,3,2,0,164,13,4,3,0,1,2,130,4,1,10,29
195d57964f8711eb841542010a19c80f,5,0,4,1,2,5,1,2,3,0,10,6,8,0,9,2,2,11,0,3,48,2,1,74,0,110,6,172,13,6,0,6,2,1,13,3,0,4,2,0,2,6,4,0,18,42
195d57fa4f8711eb841542010a19c80f,4,4,246,3,1,103,25,5,169,0,4,21,8,1,7,0,1,3,2,5,14,0,1,29,4,45,8,19,71,9,1,4,8,31,13,26,1,65,0,0,0,18,6,0,6,42
195d584a4f8711eb841542010a19c80f,0,0,4,22,1,2,4,2,5,21,647,2,9,58,39,0,5,4,2,5,12,1,4,84,8,7,48,276,7,7,0,16,1,10,15,2,2,810,19,2,9,14,6,0,11,108
195d58a44f8711eb841542010a19c80f,6,0,1,3,18,5,2,6,6,0,30,3,2,2,24,4,1,20,9,9,377,1,1,5,0,214,5,47,57,4,0,6,9,3,9,24,0,13,3,3,5,6,2,0,65,35
195d58fe4f8711eb841542010a19c80f,2,0,0,12,1,4,5,4,4,5,613,6,9,151,203,0,1,8,0,4,29,1,3,35,13,2,34,587,6,3,1,9,2,2,8,3,1,134,16,0,376,9,6,0,12,301
195d594e4f8711eb841542010a19c80f,3,0,2,4,10,9,1,5,6,1,5,3,8,5,16,1,0,68,2,1,209,3,4,87,0,274,8,228,8,3,0,3,7,1,13,9,2,11,0,2,1,14,5,3,62,38
195d59b24f8711eb841542010a19c80f,2,19,1401,26,1,250,108,5,455,0,9,58,7,1,13,4,1,5,0,4,17,2,2,115,26,66,10,16,51,7,1,24,4,128,9,78,2,370,1,1,3,15,1,0,9,46
195d5a0c4f8711eb841542010a19c80f,4,1,7,1,2,8,4,9,11,0,3,3,8,1,14,10,3,28,2,3,207,2,0,58,0,167,4,46,32,2,1,2,0,0,9,19,2,9,3,5,2,6,4,0,64,39
195d5a7a4f8711eb841542010a19c80f,3,0,5,3,12,6,2,7,4,1,12,8,13,1,16,1,4,33,12,11,364,0,0,78,0,300,5,329,9,2,1,9,3,1,14,10,2,9,1,2,5,16,3,1,70,34
195d5ade4f8711eb841542010a19c80f,2,1,0,2,3,2,2,1,11,0,6,4,9,0,10,0,0,28,4,2,39,1,0,3,0,16,5,101,10,1,3,2,4,1,73,9,2,5,2,4,1,9,1,0,16,38
195d5b384f8711eb841542010a19c80f,4,0,2,2,2,5,1,7,7,2,323,9,10,65,359,1,4,5,0,2,28,4,2,8,6,1,26,144,12,9,7,12,12,2,8,2,1,97,50,3,59,10,6,1,11,171
195d5b924f8711eb841542010a19c80f,1,1,1,3,5,6,3,2,3,2,4,6,2,1,17,3,4,144,43,32,507,1,3,1022,0,292,8,21,86,4,2,34,7,2,9,54,1,10,0,6,3,10,6,1,203,26
195d5bec4f8711eb841542010a19c80f,7,0,4,19,1,6,5,19,2,0,148,7,7,70,55,1,6,0,0,3,6,2,0,75,5,7,55,150,13,5,2,17,6,2,12,2,2,335,40,2,13,16,12,0,11,83
195d5c504f8711eb841542010a19c80f,2,1,1,3,7,7,3,4,6,1,3,3,2,1,12,1,3,77,4,72,112,2,2,12,2,128,1,10,188,0,3,1,5,2,16,61,2,13,0,2,5,19,3,0,32,34
195d5caa4f8711eb841542010a19c80f,3,4,96,1,1,8,1,205,16,1,8,5,7,6,14,0,2,7,0,1,10,0,12,263,0,2,4,498,14,23,0,3,9,3,14,7,1,6,0,1,1,143,7,0,17,46
195d5d0e4f8711eb841542010a19c80f,7,1,2,40,0,6,6,4,0,22,444,10,15,57,89,0,1,1,0,3,15,0,2,88,6,2,91,312,5,11,0,18,5,1,12,5,4,293,75,5,45,10,7,1,11,54
195d5d684f8711eb841542010a19c80f,3,0,3,1,11,2,6,22,5,0,4,4,9,1,9,2,4,18,1,40,59,2,4,3,1,2,3,10,55,6,5,2,2,0,152,75,6,4,0,2,3,19,3,0,24,41
195d5dc24f8711eb841542010a19c80f,3,0,5,6,2,1,7,2,8,0,7,7,11,3,9,0,1,14,2,5,93,1,2,10,1,206,3,149,5,7,0,3,2,1,26,7,4,7,1,1,5,17,4,1,18,46
195d5e304f8711eb841542010a19c80f,3,1,1,0,4,6,3,2,4,1,7,7,6,4,13,2,2,10,4,9,72,0,4,46,0,206,4,34,9,8,0,0,1,0,15,8,2,4,0,0,2,4,5,0,18,25
195d5e8a4f8711eb841542010a19c80f,0,1,2,4,36,3,4,1,6,1,6,8,8,0,13,0,1,73,9,5,180,2,3,11,0,366,4,9,144,9,0,1,3,1,14,42,3,6,0,0,5,16,6,1,45,32
195d5ee44f8711eb841542010a19c80f,2,0,3,124,0,7,7,14,8,35,524,3,7,179,151,0,4,1,0,0,9,3,1,139,14,4,89,184,14,2,0,12,7,1,25,10,20,154,44,2,56,33,3,0,10,410
195d5f484f8711eb841542010a19c80f,19,2,8,26,3,5,5,3,8,11,262,6,7,59,292,1,5,3,1,12,11,2,1,95,2,2,30,145,5,5,5,1,7,3,11,5,0,138,40,1,55,20,7,0,14,158
195d5f984f8711eb841542010a19c80f,2,1,0,0,35,6,2,2,5,0,3,6,5,2,11,3,2,10,21,11,265,1,2,2,0,294,3,14,176,5,2,13,3,1,19,60,0,9,0,0,5,13,7,0,47,27
195d5ff24f8711eb841542010a19c80f,4,0,2,4,7,4,2,6,3,2,3,3,17,0,14,0,0,65,6,4,382,0,0,58,0,186,6,394,9,5,0,3,3,0,6,11,0,11,0,2,3,8,7,0,136,38
195d60424f8711eb841542010a19c80f,1,0,1,1,10,9,2,6,8,0,5,7,6,0,16,4,6,17,3,9,60,3,2,3,0,157,1,60,11,7,1,8,0,0,18,26,1,6,0,2,5,15,9,2,8,36
195d609c4f8711eb841542010a19c80f,3,0,0,16,0,4,4,24,5,29,430,0,8,77,83,4,3,3,2,2,11,1,2,109,11,3,84,365,10,8,10,45,3,2,73,6,0,303,140,3,1047,11,2,0,3,138
195d60f64f8711eb841542010a19c80f,2,0,6,1,17,4,4,3,4,1,4,8,17,1,10,0,1,129,12,6,531,0,1,99,1,277,2,204,10,4,1,8,3,1,8,13,1,6,0,3,2,19,3,1,166,73
195d61464f8711eb841542010a19c80f,4,0,2,0,1,3,3,3,3,9,235,1,10,26,273,6,2,9,0,0,10,0,2,24,14,1,71,407,7,10,1,20,3,1,19,5,0,126,0,0,4,10,4,0,9,39
195d61a04f8711eb841542010a19c80f,9,0,12,3,4,11,6,11,21,4,9,13,13,4,24,3,7,8,1,11,62,2,3,12,0,14,7,15,104,12,1,2,9,2,236,33,4,15,0,2,7,32,11,1,21,80
195d61f04f8711eb841542010a19c80f,4,0,2,19,12,1,2,7,7,5,255,6,19,91,55,0,3,98,13,5,426,0,0,167,46,256,42,605,7,2,2,13,1,4,13,18,5,220,73,0,58,15,7,1,176,180
195d624a4f8711eb841542010a19c80f,5,0,4,0,6,3,3,3,5,0,4,4,5,0,12,2,2,48,1,0,86,1,3,31,1,282,2,116,11,2,0,1,5,0,16,8,1,7,1,1,2,11,3,0,28,44
195d62ae4f8711eb841542010a19c80f,2,0,3,1,0,6,3,55,4,0,3,3,3,2,11,2,2,6,2,10,369,0,9,5,0,3,2,302,8,4,3,1,2,0,149,13,2,7,2,1,2,608,3,0,77,47
195d62fe4f8711eb841542010a19c80f,2,8,446,78,15,179,41,7,178,1,6,47,17,2,19,3,2,111,13,8,515,1,4,227,11,422,16,278,99,96,4,30,2,72,16,81,5,51,1,6,5,44,10,2,141,95
195d63584f8711eb841542010a19c80f,4,0,6,4,10,2,2,6,10,0,5,12,6,0,16,2,4,7,4,7,36,0,2,5,2,210,0,19,23,3,2,1,1,2,18,14,5,5,2,0,1,10,2,0,9,36
195d63b24f8711eb841542010a19c80f,0,0,1,1,1,3,2,2,8,0,5,4,3,0,8,2,2,2,0,3,14,1,0,6,1,5,5,17,7,2,1,0,8,1,9,2,1,3,0,0,0,14,3,0,12,30
195d640c4f8711eb841542010a19c80f,2,0,2,3,21,5,5,2,10,0,3,5,6,2,11,8,1,34,4,2,149,2,0,25,0,263,3,172,10,4,0,1,2,1,7,7,1,5,0,1,2,10,8,1,43,31
195d64704f8711eb841542010a19c80f,1,0,7,2,10,3,4,12,8,0,3,2,5,1,11,3,0,44,4,2,326,0,1,18,1,173,3,69,11,2,3,3,3,1,8,7,0,5,0,0,3,12,6,0,140,50
195d64fc4f8711eb841542010a19c80f,4,4,189,15,1,114,27,6,111,0,4,36,3,0,25,0,3,3,1,5,9,0,2,40,5,16,5,12,69,2,20,7,6,30,12,13,1,8,1,1,2,12,5,1,6,43
195d65564f8711eb841542010a19c80f,4,17,576,9,26,388,38,5,271,1,6,59,15,2,15,7,5,96,4,7,398,2,10,224,21,481,31,139,66,5,3,6,5,169,14,102,4,285,0,4,15,12,10,0,143,49
195d65d84f8711eb841542010a19c80f,1,0,5,2,12,8,2,9,4,3,6,9,6,9,18,2,3,15,12,14,74,0,0,5,0,289,8,13,211,5,4,1,4,1,16,102,2,4,0,2,2,107,3,1,16,48
195d663c4f8711eb841542010a19c80f,7,0,5,2,13,6,5,5,5,1,3,11,7,0,16,1,0,36,5,5,216,0,0,44,0,149,7,144,12,4,1,1,2,2,5,9,1,14,0,0,1,12,4,0,113,36
195d668c4f8711eb841542010a19c80f,0,0,1,3,30,2,1,4,3,0,4,7,7,4,6,3,1,11,8,6,172,0,1,7,1,280,5,4,157,0,1,0,6,1,15,85,3,7,2,1,2,13,2,1,46,32
195d66e64f8711eb841542010a19c80f,0,0,2,2,5,1,1,10,4,1,6,4,15,0,15,2,3,57,10,4,436,0,1,48,0,265,4,117,6,2,0,2,6,2,11,18,2,2,1,0,1,14,4,0,124,38
195d674a4f8711eb841542010a19c80f,1,0,1,0,3,4,0,3,7,1,6,4,4,0,6,0,1,21,4,1,170,1,2,31,0,128,1,29,15,1,0,3,3,0,9,4,1,5,0,0,3,4,2,0,46,9
195d67ae4f8711eb841542010a19c80f,0,0,2,55,1,6,3,6,2,1,369,3,7,114,160,3,5,5,2,4,7,0,1,75,0,1,32,282,8,4,0,4,6,15,16,8,12,520,118,1,134,11,7,2,9,191
195d68124f8711eb841542010a19c80f,6,1,33,5,7,4,7,16,19,0,10,21,26,0,29,4,9,6,0,236,14,1,4,56,1,3,5,71,24,130,1,4,9,1,19,13,5,16,11,2,4,65,10,0,11,99
195d68624f8711eb841542010a19c80f,4,0,1,3,15,6,4,2,7,0,9,3,10,0,16,3,2,58,7,1,497,0,2,20,0,220,3,264,5,7,1,2,4,0,7,9,4,8,1,4,1,6,3,0,157,37
195d68da4f8711eb841542010a19c80f,2,0,3,52,0,4,6,0,4,39,490,3,9,126,97,2,1,0,1,2,14,0,1,133,26,3,86,222,9,8,1,44,5,3,9,21,1,191,17,0,11,14,6,0,13,119
195d692a4f8711eb841542010a19c80f,3,0,1,2,6,6,1,6,5,0,6,7,4,2,13,2,8,18,0,1,47,2,2,24,0,189,6,57,12,7,0,2,4,1,7,8,1,4,0,1,2,15,4,0,15,35
195d69844f8711eb841542010a19c80f,7,0,1,2,14,2,4,5,9,1,5,8,18,0,13,2,4,62,3,6,244,3,1,25,0,253,4,95,11,4,1,14,3,0,12,10,3,5,0,0,2,14,6,0,65,25
195d69d44f8711eb841542010a19c80f,0,0,4,1,1,2,4,31,4,3,4,2,8,5,16,3,2,37,5,7,102,1,1,11,1,1,6,326,7,5,1,4,2,0,308,10,2,12,2,1,4,18,9,0,16,58
195d6a2e4f8711eb841542010a19c80f,2,0,1,2,6,3,2,5,8,1,5,8,10,1,14,0,2,80,3,6,365,1,2,27,3,201,3,270,12,4,0,13,6,3,9,7,1,7,0,1,5,4,2,0,116,42
195d6a7e4f8711eb841542010a19c80f,0,0,2,3,2,5,5,4,3,0,5,1,7,1,10,2,1,18,1,7,59,0,2,11,1,185,1,168,5,2,0,3,2,2,10,6,2,7,0,1,2,15,7,2,20,21
195d6ad84f8711eb841542010a19c80f,8,33,1244,40,4,537,17,4,529,0,4,89,10,0,14,0,2,14,0,7,21,0,4,211,20,53,18,32,92,14,2,2,5,352,15,193,40,365,0,2,26,24,5,2,19,69
195d6b284f8711eb841542010a19c80f,0,0,2,1,18,7,1,4,46,2,7,4,9,0,16,3,1,86,7,4,422,1,1,53,3,200,4,203,12,5,0,17,4,1,12,24,4,7,1,3,3,16,7,2,176,53
195d6b784f8711eb841542010a19c80f,6,0,3,3,2,7,6,10,8,3,8,10,11,2,34,4,3,11,7,6,39,5,3,15,1,153,9,27,77,6,4,4,7,1,34,28,0,5,1,2,1,20,14,0,31,82
195d6bc84f8711eb841542010a19c80f,4,1,3,0,8,3,2,3,3,0,5,1,13,2,13,1,2,31,7,6,358,0,0,51,1,312,4,143,6,2,0,2,2,1,15,12,1,8,0,1,1,16,2,1,66,33
195d6c224f8711eb841542010a19c80f,1,13,866,17,0,132,42,7,393,0,9,68,7,2,17,0,6,4,2,3,18,15,0,151,6,87,12,55,29,11,8,25,11,103,12,164,2,118,0,7,8,17,5,0,10,76
195d6c7c4f8711eb841542010a19c80f,1,0,4,114,15,4,6,4,4,28,320,11,16,82,160,5,0,56,4,6,506,0,0,125,10,249,68,558,11,4,2,23,8,4,10,8,1,127,53,4,43,10,5,0,145,121
195d6ccc4f8711eb841542010a19c80f,2,0,2,2,15,9,1,8,3,0,2,6,16,5,10,2,0,97,15,4,325,2,0,97,0,211,3,110,13,5,2,4,4,0,8,11,0,10,0,0,6,11,3,0,175,26
195d6d264f8711eb841542010a19c80f,1,9,393,88,1,90,9,8,125,0,2,55,8,1,15,0,3,3,1,5,17,1,5,144,12,14,5,12,40,2,1,8,4,54,12,60,4,34,0,4,3,23,5,0,19,38
195d6d764f8711eb841542010a19c80f,4,2,7,8,2,9,8,87,15,0,10,12,5,3,26,1,8,4,10,60,259,1,12,11,0,8,5,142,33,11,2,1,9,4,579,67,13,89,2,1,11,428,9,0,123,82
195d6dc64f8711eb841542010a19c80f,2,0,3,1,4,9,2,4,3,0,4,4,8,2,7,2,1,123,9,2,147,0,2,54,0,1,3,308,6,6,0,4,3,1,355,6,3,2,0,1,2,11,7,0,36,39
195d6e204f8711eb841542010a19c80f,5,0,4,4,2,13,3,5,12,6,444,5,25,195,101,4,3,32,2,11,232,2,3,135,7,227,54,282,14,5,4,30,6,1,12,8,47,424,52,3,130,13,5,0,93,251
195d6e844f8711eb841542010a19c80f,3,0,9,2,1,3,2,6,5,2,1,3,7,1,12,1,1,8,2,9,81,0,0,19,0,134,2,104,5,3,0,2,4,0,10,5,3,2,0,1,1,11,2,0,15,33
195d6ede4f8711eb841542010a19c80f,3,0,0,3,15,6,5,4,8,1,3,2,20,2,17,3,1,107,11,0,409,2,3,44,1,174,2,481,14,3,0,1,5,0,249,13,3,9,0,3,3,21,10,1,172,38
195d6f384f8711eb841542010a19c80f,4,1,4,3,4,4,7,8,5,0,11,10,9,4,18,1,2,17,2,4,64,1,1,22,0,154,3,69,12,6,1,0,2,1,13,8,2,5,1,4,6,14,5,2,16,62
195d6f884f8711eb841542010a19c80f,2,7,253,24,0,189,18,6,106,1,6,29,8,1,11,3,4,5,1,6,15,1,4,30,6,38,7,16,73,6,0,5,6,35,14,26,1,73,1,0,2,16,3,0,15,85
195d6fe24f8711eb841542010a19c80f,1,0,0,3,13,9,4,2,4,1,2,5,8,1,13,10,1,23,12,53,144,0,0,15,0,259,0,8,139,8,0,1,4,0,4,56,2,1,1,1,3,11,2,0,19,49
195d703c4f8711eb841542010a19c80f,2,0,1,1,1,2,6,7,3,0,2,5,4,0,9,1,3,18,3,7,71,0,3,29,1,194,4,121,13,11,3,0,5,2,14,4,2,3,0,2,1,18,4,0,15,41
195d70a04f8711eb841542010a19c80f,3,0,4,3,15,6,2,2,2,0,4,5,5,1,6,1,2,45,1,33,114,1,0,3,1,178,5,13,142,5,0,2,3,1,18,51,1,5,0,0,4,16,8,0,42,41
195d70f04f8711eb841542010a19c80f,6,0,4,0,2,1,2,3,5,1,6,3,12,0,18,3,2,4,1,3,40,0,2,9,1,4,5,57,13,3,1,4,2,1,180,8,3,7,0,1,4,26,6,1,19,42
195d714a4f8711eb841542010a19c80f,6,0,4,2,7,2,4,1,4,0,5,1,11,2,17,3,2,80,3,3,359,1,3,52,0,178,8,175,9,6,2,7,10,2,12,4,4,1,0,3,5,11,4,0,129,43
195d71ae4f8711eb841542010a19c80f,3,0,0,1,2,1,2,3,4,1,4,4,7,1,6,1,0,25,3,3,70,1,1,29,0,170,3,119,1,2,3,5,4,0,13,1,1,1,0,0,4,8,6,0,15,34
195d72124f8711eb841542010a19c80f,0,2,16,1,3,3,0,10,6,0,5,5,3,0,13,0,2,0,4,5,333,0,13,10,0,4,3,1269,8,3,1,0,1,1,94,77,0,49,1,1,4,263,1,0,92,49
195d726c4f8711eb841542010a19c80f,5,0,0,0,11,5,3,7,6,0,7,5,14,1,9,0,4,51,5,8,934,2,1,109,0,299,2,586,14,6,0,5,4,0,13,9,3,4,1,0,7,7,4,1,253,60
